VIN,YEAR,MAKE,MODEL,SOURCE,SOURCE_CITY,SOURCE_STATE,RESIDUAL,STATUS,WEEK,ASSIGNED_DEALER,NOTES
VIN_XXXXXXXXXX528,2022,HYUNDAI,IONIQ 5 SE,D010,Philadelphia,PA,15550,Grounded,2026-01-26,,Grounded at Dealer_J
VIN_XXXXXXXXXX529,2024,HYUNDAI,IONIQ 5 SEL,D032,Birmingham,AL,25000,Grounded,2025-11-24,,Grounded at Dealer_FF
VIN_XXXXXXXXXX530,2023,HYUNDAI,IONIQ 5 Limited,D014,Las Vegas,NV,19050,Grounded,2026-01-12,,Grounded at Dealer_N
VIN_XXXXXXXXXX531,2022,HYUNDAI,IONIQ 5 SE,D044,Hartford,CT,15850,Grounded,2025-12-15,,Grounded at Dealer_RR
VIN_XXXXXXXXXX532,2023,HYUNDAI,IONIQ 5 Limited,D013,Dallas,TX,21300,Grounded,2025-11-10,,Grounded at Dealer_M
VIN_XXXXXXXXXX533,2024,HYUNDAI,IONIQ 5 SEL,D042,Milwaukee,WI,23100,Grounded,2025-12-08,,Grounded at Dealer_PP
VIN_XXXXXXXXXX534,2024,HYUNDAI,IONIQ 5 SEL,D011,Des Moines,IA,22650,Grounded,2026-01-12,,Grounded at Dealer_K
VIN_XXXXXXXXXX535,2023,HYUNDAI,IONIQ 5 Limited,D029,Jackson,MS,22750,Grounded,2025-11-03,,Grounded at Dealer_CC
VIN_XXXXXXXXXX536,2022,HYUNDAI,IONIQ 5 SE,D036,San Diego,CA,13800,Grounded,2025-10-20,,Grounded at Dealer_JJ
VIN_XXXXXXXXXX537,2024,HYUNDAI,IONIQ 5 SEL,D003,Albuquerque,NM,21850,Grounded,2026-01-12,,Grounded at Dealer_C
VIN_XXXXXXXXXX538,2023,HYUNDAI,IONIQ 5 Limited,D012,Baton Rouge,LA,16950,Grounded,2026-01-19,,Grounded at Dealer_L
VIN_XXXXXXXXXX539,2023,HYUNDAI,IONIQ 5 Limited,D006,Olympia,WA,24100,Grounded,2025-12-01,,Grounded at Dealer_F
VIN_XXXXXXXXXX540,2022,HYUNDAI,IONIQ 5 SE,D012,Baton Rouge,LA,17600,Grounded,2025-10-20,,Grounded at Dealer_L
VIN_XXXXXXXXXX541,2024,HYUNDAI,IONIQ 5 SEL,D027,Nashville,TN,26850,Grounded,2025-11-24,,Grounded at Dealer_AA
VIN_XXXXXXXXXX542,2022,HYUNDAI,IONIQ 5 SE,D028,Kansas City,MO,14550,Grounded,2025-10-27,,Grounded at Dealer_BB
VIN_XXXXXXXXXX543,2022,HYUNDAI,IONIQ 5 SE,D036,San Diego,CA,17450,Grounded,2025-12-22,,Grounded at Dealer_JJ
VIN_XXXXXXXXXX544,2023,HYUNDAI,IONIQ 5 Limited,D002,Sacramento,CA,23050,Grounded,2026-01-19,,Grounded at Dealer_B
VIN_XXXXXXXXXX545,2024,HYUNDAI,IONIQ 5 SEL,D050,Salem,OR,22350,Grounded,2025-10-27,,Grounded at Dealer_XX
VIN_XXXXXXXXXX546,2023,HYUNDAI,IONIQ 5 Limited,D033,Los Angeles,CA,19750,Grounded,2025-11-24,,Grounded at Dealer_GG
VIN_XXXXXXXXXX547,2024,HYUNDAI,IONIQ 5 SEL,D039,Buffalo,NY,21000,Grounded,2026-01-26,,Grounded at Dealer_MM
VIN_XXXXXXXXXX548,2023,HYUNDAI,IONIQ 5 Limited,D023,Atlanta,GA,20100,Grounded,2025-12-22,,Grounded at Dealer_W
VIN_XXXXXXXXXX549,2022,HYUNDAI,IONIQ 5 SE,D030,San Antonio,TX,17150,Grounded,2025-10-27,,Grounded at Dealer_DD
VIN_XXXXXXXXXX550,2023,HYUNDAI,IONIQ 5 Limited,D036,San Diego,CA,21550,Grounded,2025-11-17,,Grounded at Dealer_JJ
VIN_XXXXXXXXXX551,2022,HYUNDAI,IONIQ 5 SE,D024,Helena,MT,15100,Grounded,2026-02-02,,Grounded at Dealer_X
VIN_XXXXXXXXXX552,2023,HYUNDAI,IONIQ 5 Limited,D001,Portland,OR,21350,Grounded,2025-11-03,,Grounded at Dealer_A
VIN_XXXXXXXXXX553,2023,HYUNDAI,IONIQ 5 Limited,D035,Denver,CO,17900,Grounded,2025-12-08,,Grounded at Dealer_II
VIN_XXXXXXXXXX554,2022,HYUNDAI,IONIQ 5 SE,D011,Des Moines,IA,20100,Grounded,2025-10-20,,Grounded at Dealer_K
VIN_XXXXXXXXXX555,2023,HYUNDAI,IONIQ 5 Limited,D018,Wilmington,DE,22150,Grounded,2025-12-22,,Grounded at Dealer_R
VIN_XXXXXXXXXX556,2022,HYUNDAI,IONIQ 5 SE,D024,Helena,MT,15300,Grounded,2025-10-06,,Grounded at Dealer_X
VIN_XXXXXXXXXX557,2024,HYUNDAI,IONIQ 5 SEL,D037,Boise,ID,23000,Grounded,2025-11-24,,Grounded at Dealer_KK
VIN_XXXXXXXXXX558,2022,HYUNDAI,IONIQ 5 SE,D017,Juneau,AK,16600,Grounded,2026-01-26,,Grounded at Dealer_Q
VIN_XXXXXXXXXX559,2022,HYUNDAI,IONIQ 5 SE,D021,Pierre,SD,17900,Grounded,2025-11-10,,Grounded at Dealer_U
VIN_XXXXXXXXXX560,2024,HYUNDAI,IONIQ 5 SEL,D035,Denver,CO,23050,Grounded,2025-12-08,,Grounded at Dealer_II
VIN_XXXXXXXXXX561,2022,HYUNDAI,IONIQ 5 SE,D014,Las Vegas,NV,13900,Grounded,2025-10-27,,Grounded at Dealer_N
VIN_XXXXXXXXXX562,2023,HYUNDAI,IONIQ 5 Limited,D041,Oklahoma City,OK,20150,Grounded,2025-12-29,,Grounded at Dealer_OO
VIN_XXXXXXXXXX563,2024,HYUNDAI,IONIQ 5 SEL,D001,Portland,OR,25200,Grounded,2025-11-24,,Grounded at Dealer_A
VIN_XXXXXXXXXX564,2024,HYUNDAI,IONIQ 5 SEL,D016,Richmond,VA,27500,Grounded,2025-11-24,,Grounded at Dealer_P
VIN_XXXXXXXXXX565,2022,HYUNDAI,IONIQ 5 SE,D036,San Diego,CA,16700,Grounded,2026-01-26,,Grounded at Dealer_JJ
VIN_XXXXXXXXXX566,2022,HYUNDAI,IONIQ 5 SE,D041,Oklahoma City,OK,18250,Grounded,2026-01-12,,Grounded at Dealer_OO
VIN_XXXXXXXXXX567,2022,HYUNDAI,IONIQ 5 SE,D027,Nashville,TN,17150,Grounded,2025-10-20,,Grounded at Dealer_AA
VIN_XXXXXXXXXX568,2022,HYUNDAI,IONIQ 5 SE,D037,Boise,ID,14700,Grounded,2026-02-02,,Grounded at Dealer_KK
VIN_XXXXXXXXXX569,2024,HYUNDAI,IONIQ 5 SEL,D030,San Antonio,TX,21850,Grounded,2025-10-06,,Grounded at Dealer_DD
VIN_XXXXXXXXXX570,2024,HYUNDAI,IONIQ 5 SEL,D022,Minneapolis,MN,24700,Grounded,2025-11-17,,Grounded at Dealer_V
VIN_XXXXXXXXXX571,2023,HYUNDAI,IONIQ 5 Limited,D021,Pierre,SD,23850,Grounded,2026-01-26,,Grounded at Dealer_U
VIN_XXXXXXXXXX572,2024,HYUNDAI,IONIQ 5 SEL,D011,Des Moines,IA,22200,Grounded,2025-12-15,,Grounded at Dealer_K
VIN_XXXXXXXXXX573,2023,HYUNDAI,IONIQ 5 Limited,D047,Columbus,OH,22250,Grounded,2025-12-22,,Grounded at Dealer_UU
VIN_XXXXXXXXXX574,2022,HYUNDAI,IONIQ 5 SE,D041,Oklahoma City,OK,16250,Grounded,2025-11-24,,Grounded at Dealer_OO
VIN_XXXXXXXXXX575,2022,HYUNDAI,IONIQ 5 SE,D017,Juneau,AK,16000,Grounded,2025-10-20,,Grounded at Dealer_Q
VIN_XXXXXXXXXX576,2024,HYUNDAI,IONIQ 5 SEL,D050,Salem,OR,22650,Grounded,2025-12-15,,Grounded at Dealer_XX
VIN_XXXXXXXXXX577,2024,HYUNDAI,IONIQ 5 SEL,D008,Topeka,KS,25900,Grounded,2025-11-17,,Grounded at Dealer_H
VIN_XXXXXXXXXX578,2024,HYUNDAI,IONIQ 5 SEL,D017,Juneau,AK,26000,Grounded,2026-01-19,,Grounded at Dealer_Q
VIN_XXXXXXXXXX579,2023,HYUNDAI,IONIQ 5 Limited,D028,Kansas City,MO,17950,Grounded,2025-11-17,,Grounded at Dealer_BB
VIN_XXXXXXXXXX580,2022,HYUNDAI,IONIQ 5 SE,D036,San Diego,CA,13450,Grounded,2025-11-17,,Grounded at Dealer_JJ
VIN_XXXXXXXXXX581,2022,HYUNDAI,IONIQ 5 SE,D035,Denver,CO,16700,Grounded,2025-11-24,,Grounded at Dealer_II
VIN_XXXXXXXXXX582,2022,HYUNDAI,IONIQ 5 SE,D039,Buffalo,NY,18750,Grounded,2025-11-24,,Grounded at Dealer_MM
VIN_XXXXXXXXXX583,2023,HYUNDAI,IONIQ 5 Limited,D045,Tampa,FL,22550,Grounded,2025-11-03,,Grounded at Dealer_SS
VIN_XXXXXXXXXX584,2024,HYUNDAI,IONIQ 5 SEL,D047,Columbus,OH,24000,Grounded,2025-12-15,,Grounded at Dealer_UU
VIN_XXXXXXXXXX585,2022,HYUNDAI,IONIQ 5 SE,D015,Boston,MA,16650,Grounded,2025-10-20,,Grounded at Dealer_O
VIN_XXXXXXXXXX586,2024,HYUNDAI,IONIQ 5 SEL,D037,Boise,ID,21900,Grounded,2025-12-22,,Grounded at Dealer_KK
VIN_XXXXXXXXXX587,2022,HYUNDAI,IONIQ 5 SE,D013,Dallas,TX,14750,Grounded,2026-01-26,,Grounded at Dealer_M
VIN_XXXXXXXXXX588,2023,HYUNDAI,IONIQ 5 Limited,D007,Phoenix,AZ,21550,Grounded,2025-12-15,,Grounded at Dealer_G
VIN_XXXXXXXXXX589,2023,HYUNDAI,IONIQ 5 Limited,D026,Cheyenne,WY,20500,Grounded,2026-01-26,,Grounded at Dealer_Z
VIN_XXXXXXXXXX590,2023,HYUNDAI,IONIQ 5 Limited,D031,Salt Lake City,UT,20150,Grounded,2025-11-03,,Grounded at Dealer_EE
VIN_XXXXXXXXXX591,2023,HYUNDAI,IONIQ 5 Limited,D031,Salt Lake City,UT,18750,Grounded,2026-01-12,,Grounded at Dealer_EE
VIN_XXXXXXXXXX592,2024,HYUNDAI,IONIQ 5 SEL,D025,Indianapolis,IN,24900,Grounded,2025-11-03,,Grounded at Dealer_Y
VIN_XXXXXXXXXX593,2023,HYUNDAI,IONIQ 5 Limited,D041,Oklahoma City,OK,20150,Grounded,2025-11-24,,Grounded at Dealer_OO
VIN_XXXXXXXXXX594,2024,HYUNDAI,IONIQ 5 SEL,D012,Baton Rouge,LA,22050,Grounded,2025-11-10,,Grounded at Dealer_L
VIN_XXXXXXXXXX595,2024,HYUNDAI,IONIQ 5 SEL,D040,Little Rock,AR,25850,Grounded,2025-12-08,,Grounded at Dealer_NN
VIN_XXXXXXXXXX596,2022,HYUNDAI,IONIQ 5 SE,D039,Buffalo,NY,18650,Grounded,2025-10-20,,Grounded at Dealer_MM
VIN_XXXXXXXXXX597,2023,HYUNDAI,IONIQ 5 Limited,D030,San Antonio,TX,23950,Grounded,2026-01-26,,Grounded at Dealer_DD
VIN_XXXXXXXXXX598,2023,HYUNDAI,IONIQ 5 Limited,D026,Cheyenne,WY,19200,Grounded,2025-12-01,,Grounded at Dealer_Z
VIN_XXXXXXXXXX599,2023,HYUNDAI,IONIQ 5 Limited,D013,Dallas,TX,24050,Grounded,2025-10-20,,Grounded at Dealer_M
VIN_XXXXXXXXXX600,2022,HYUNDAI,IONIQ 5 SE,D005,Seattle,WA,16050,Grounded,2026-02-02,,Grounded at Dealer_E
VIN_XXXXXXXXXX601,2023,HYUNDAI,IONIQ 5 Limited,D005,Seattle,WA,19500,Grounded,2025-12-08,,Grounded at Dealer_E
VIN_XXXXXXXXXX602,2022,HYUNDAI,IONIQ 5 SE,D047,Columbus,OH,13650,Grounded,2025-11-10,,Grounded at Dealer_UU
VIN_XXXXXXXXXX603,2024,HYUNDAI,IONIQ 5 SEL,D002,Sacramento,CA,20950,Grounded,2025-12-08,,Grounded at Dealer_B
VIN_XXXXXXXXXX604,2024,HYUNDAI,IONIQ 5 SEL,D012,Baton Rouge,LA,24850,Grounded,2025-12-08,,Grounded at Dealer_L
VIN_XXXXXXXXXX605,2024,HYUNDAI,IONIQ 5 SEL,D031,Salt Lake City,UT,23100,Grounded,2025-10-06,,Grounded at Dealer_EE
VIN_XXXXXXXXXX606,2024,HYUNDAI,IONIQ 5 SEL,D046,Providence,RI,27050,Grounded,2025-11-17,,Grounded at Dealer_TT
VIN_XXXXXXXXXX607,2022,HYUNDAI,IONIQ 5 SE,D043,Bismarck,ND,17200,Grounded,2026-01-26,,Grounded at Dealer_QQ
VIN_XXXXXXXXXX608,2024,HYUNDAI,IONIQ 5 SEL,D023,Atlanta,GA,25650,Grounded,2025-10-20,,Grounded at Dealer_W
VIN_XXXXXXXXXX609,2022,HYUNDAI,IONIQ 5 SE,D008,Topeka,KS,15200,Grounded,2025-11-10,,Grounded at Dealer_H
VIN_XXXXXXXXXX610,2023,HYUNDAI,IONIQ 5 Limited,D001,Portland,OR,21450,Grounded,2026-01-19,,Grounded at Dealer_A
VIN_XXXXXXXXXX611,2023,HYUNDAI,IONIQ 5 Limited,D007,Phoenix,AZ,18150,Grounded,2025-11-03,,Grounded at Dealer_G
VIN_XXXXXXXXXX612,2023,HYUNDAI,IONIQ 5 Limited,D010,Philadelphia,PA,18850,Grounded,2025-12-08,,Grounded at Dealer_J
VIN_XXXXXXXXXX613,2022,HYUNDAI,IONIQ 5 SE,D032,Birmingham,AL,16550,Grounded,2026-01-26,,Grounded at Dealer_FF
VIN_XXXXXXXXXX614,2023,HYUNDAI,IONIQ 5 Limited,D049,Carson City,NV,25350,Grounded,2026-01-26,,Grounded at Dealer_WW
VIN_XXXXXXXXXX615,2024,HYUNDAI,IONIQ 5 SEL,D032,Birmingham,AL,23450,Grounded,2025-12-22,,Grounded at Dealer_FF
VIN_XXXXXXXXXX616,2023,HYUNDAI,IONIQ 5 Limited,D006,Olympia,WA,21300,Grounded,2025-12-15,,Grounded at Dealer_F
VIN_XXXXXXXXXX617,2022,HYUNDAI,IONIQ 5 SE,D015,Boston,MA,15050,Grounded,2025-10-20,,Grounded at Dealer_O
VIN_XXXXXXXXXX618,2023,HYUNDAI,IONIQ 5 Limited,D001,Portland,OR,19850,Grounded,2026-01-05,,Grounded at Dealer_A
VIN_XXXXXXXXXX619,2022,HYUNDAI,IONIQ 5 SE,D004,Charlotte,NC,17800,Grounded,2025-10-20,,Grounded at Dealer_D
VIN_XXXXXXXXXX620,2023,HYUNDAI,IONIQ 5 Limited,D021,Pierre,SD,18950,Grounded,2025-11-03,,Grounded at Dealer_U
VIN_XXXXXXXXXX621,2022,HYUNDAI,IONIQ 5 SE,D016,Richmond,VA,17800,Grounded,2025-11-24,,Grounded at Dealer_P
VIN_XXXXXXXXXX622,2022,HYUNDAI,IONIQ 5 SE,D001,Portland,OR,16700,Grounded,2026-01-26,,Grounded at Dealer_A
VIN_XXXXXXXXXX623,2024,HYUNDAI,IONIQ 5 SEL,D024,Helena,MT,24300,Grounded,2025-12-22,,Grounded at Dealer_X
VIN_XXXXXXXXXX624,2023,HYUNDAI,IONIQ 5 Limited,D049,Carson City,NV,21900,Grounded,2025-12-01,,Grounded at Dealer_WW
VIN_XXXXXXXXXX625,2023,HYUNDAI,IONIQ 5 Limited,D027,Nashville,TN,19850,Grounded,2025-11-24,,Grounded at Dealer_AA
VIN_XXXXXXXXXX626,2024,HYUNDAI,IONIQ 5 SEL,D031,Salt Lake City,UT,26700,Grounded,2025-10-20,,Grounded at Dealer_EE
VIN_XXXXXXXXXX627,2022,HYUNDAI,IONIQ 5 SE,D027,Nashville,TN,16900,Grounded,2025-12-01,,Grounded at Dealer_AA
VIN_XXXXXXXXXX628,2023,HYUNDAI,IONIQ 5 Limited,D002,Sacramento,CA,24700,Grounded,2025-10-13,,Grounded at Dealer_B
VIN_XXXXXXXXXX629,2024,HYUNDAI,IONIQ 5 SEL,D032,Birmingham,AL,22100,Grounded,2025-12-08,,Grounded at Dealer_FF
VIN_XXXXXXXXXX630,2024,HYUNDAI,IONIQ 5 SEL,D004,Charlotte,NC,20300,Grounded,2025-10-20,,Grounded at Dealer_D
VIN_XXXXXXXXXX631,2024,HYUNDAI,IONIQ 5 SEL,D049,Carson City,NV,24950,Grounded,2025-11-24,,Grounded at Dealer_WW
VIN_XXXXXXXXXX632,2023,HYUNDAI,IONIQ 5 Limited,D015,Boston,MA,26500,Grounded,2025-12-15,,Grounded at Dealer_O
VIN_XXXXXXXXXX633,2023,HYUNDAI,IONIQ 5 Limited,D008,Topeka,KS,20250,Grounded,2025-11-24,,Grounded at Dealer_H
VIN_XXXXXXXXXX634,2022,HYUNDAI,IONIQ 5 SE,D038,Miami,FL,16750,Grounded,2025-12-22,,Grounded at Dealer_LL
VIN_XXXXXXXXXX635,2022,HYUNDAI,IONIQ 5 SE,D050,Salem,OR,20550,Grounded,2025-10-13,,Grounded at Dealer_XX
VIN_XXXXXXXXXX636,2022,HYUNDAI,IONIQ 5 SE,D009,Charleston,SC,19800,Grounded,2025-12-22,,Grounded at Dealer_I
VIN_XXXXXXXXXX637,2023,HYUNDAI,IONIQ 5 Limited,D042,Milwaukee,WI,17100,Grounded,2025-10-27,,Grounded at Dealer_PP
VIN_XXXXXXXXXX638,2024,HYUNDAI,IONIQ 5 SEL,D026,Cheyenne,WY,25850,Grounded,2025-12-08,,Grounded at Dealer_Z
VIN_XXXXXXXXXX639,2023,HYUNDAI,IONIQ 5 Limited,D028,Kansas City,MO,20000,Grounded,2025-11-24,,Grounded at Dealer_BB
VIN_XXXXXXXXXX640,2023,HYUNDAI,IONIQ 5 Limited,D022,Minneapolis,MN,20700,Grounded,2026-01-05,,Grounded at Dealer_V
VIN_XXXXXXXXXX641,2024,HYUNDAI,IONIQ 5 SEL,D007,Phoenix,AZ,22000,Grounded,2025-10-27,,Grounded at Dealer_G
VIN_XXXXXXXXXX642,2022,HYUNDAI,IONIQ 5 SE,D030,San Antonio,TX,19100,Grounded,2025-10-20,,Grounded at Dealer_DD
VIN_XXXXXXXXXX643,2022,HYUNDAI,IONIQ 5 SE,D019,Detroit,MI,16400,Grounded,2025-12-01,,Grounded at Dealer_S
VIN_XXXXXXXXXX644,2024,HYUNDAI,IONIQ 5 SEL,D010,Philadelphia,PA,27800,Grounded,2025-10-13,,Grounded at Dealer_J
VIN_XXXXXXXXXX645,2023,HYUNDAI,IONIQ 5 Limited,D006,Olympia,WA,18300,Grounded,2026-01-26,,Grounded at Dealer_F
VIN_XXXXXXXXXX646,2024,HYUNDAI,IONIQ 5 SEL,D016,Richmond,VA,23450,Grounded,2025-11-24,,Grounded at Dealer_P
VIN_XXXXXXXXXX647,2022,HYUNDAI,IONIQ 5 SE,D015,Boston,MA,17100,Grounded,2026-01-26,,Grounded at Dealer_O
VIN_XXXXXXXXXX648,2022,HYUNDAI,IONIQ 5 SE,D010,Philadelphia,PA,15600,Grounded,2025-12-01,,Grounded at Dealer_J
VIN_XXXXXXXXXX649,2024,HYUNDAI,IONIQ 5 SEL,D038,Miami,FL,26750,Grounded,2025-11-17,,Grounded at Dealer_LL
VIN_XXXXXXXXXX650,2024,HYUNDAI,IONIQ 5 SEL,D036,San Diego,CA,27250,Grounded,2026-01-26,,Grounded at Dealer_JJ
