VIN,YEAR,MAKE_NAME,MODEL_NAME,SERIES_NAME,ODOMETER,GRADE,MATURITY_DATE,RESIDUAL,GROUNDING_DATE,DEALER_NAME,DEALER_CODE,LOCATION,STATE,ZIPCODE,TERM_TYPE,TERM,CURRENT_ITERATION,BLACKBOOK_RETAIL_CLEAN_AMOUNT,BATCH_ID
VIN_XXXXXXXXXX398,2023,HYUNDAI,IONIQ 5,Limited,21230,A,2/2/2026,20600,12/5/2025,Dealer_I,D009,"Charleston, SC",SC,29401,ET,13,2,32700,BATCH_001
VIN_XXXXXXXXXX399,2023,HYUNDAI,IONIQ 5,Limited,19176,A,2/2/2026,23450,12/20/2025,Dealer_A,D001,"Portland, OR",OR,97201,ET,13,2,37350,BATCH_001
VIN_XXXXXXXXXX400,2023,HYUNDAI,IONIQ 5,Limited,28199,B,1/8/2026,17150,11/5/2025,Dealer_R,D018,"Wilmington, DE",DE,19801,FT,13,2,27000,BATCH_003
VIN_XXXXXXXXXX401,2024,HYUNDAI,IONIQ 5,SEL,12625,A,12/2/2025,25250,12/20/2025,Dealer_DD,D030,"San Antonio, TX",TX,78201,FT,13,1,40000,BATCH_003
VIN_XXXXXXXXXX402,2024,HYUNDAI,IONIQ 5,SEL,12539,A,1/25/2026,25550,12/8/2025,Dealer_II,D035,"Denver, CO",CO,80202,FT,13,1,40250,BATCH_003
VIN_XXXXXXXXXX403,2022,HYUNDAI,IONIQ 5,SE,41081,C,10/20/2025,17550,11/12/2025,Dealer_PP,D042,"Milwaukee, WI",WI,53201,FT,13,3,31800,BATCH_002
VIN_XXXXXXXXXX404,2024,HYUNDAI,IONIQ 5,SEL,7863,A,2/1/2026,27750,11/8/2025,Dealer_LL,D038,"Miami, FL",FL,33101,FT,13,1,44100,BATCH_001
VIN_XXXXXXXXXX405,2022,HYUNDAI,IONIQ 5,SE,42333,C,12/18/2025,13700,10/18/2025,Dealer_G,D007,"Phoenix, AZ",AZ,85001,ET,13,4,24700,BATCH_002
VIN_XXXXXXXXXX406,2022,HYUNDAI,IONIQ 5,SE,32073,C,10/15/2025,17800,11/18/2025,Dealer_R,D018,"Wilmington, DE",DE,19801,FT,13,3,31850,BATCH_002
VIN_XXXXXXXXXX407,2022,HYUNDAI,IONIQ 5,SE,26136,B,10/20/2025,17500,12/10/2025,Dealer_HH,D034,"Houston, TX",TX,77001,ET,13,4,29250,BATCH_002
VIN_XXXXXXXXXX408,2024,HYUNDAI,IONIQ 5,SEL,9404,A,12/18/2025,28150,10/20/2025,Dealer_FF,D032,"Birmingham, AL",AL,35203,FT,13,1,44700,BATCH_003
VIN_XXXXXXXXXX409,2022,HYUNDAI,IONIQ 5,SE,35664,C,11/22/2025,17700,10/30/2025,Dealer_HH,D034,"Houston, TX",TX,77001,ET,13,3,31050,BATCH_003
VIN_XXXXXXXXXX410,2024,HYUNDAI,IONIQ 5,SEL,7157,A,1/28/2026,24900,12/22/2025,Dealer_CC,D029,"Jackson, MS",MS,39201,FT,13,1,39500,BATCH_003
VIN_XXXXXXXXXX411,2023,HYUNDAI,IONIQ 5,Limited,16841,A,1/30/2026,20700,12/18/2025,Dealer_DD,D030,"San Antonio, TX",TX,78201,FT,13,2,32400,BATCH_001
VIN_XXXXXXXXXX412,2022,HYUNDAI,IONIQ 5,SE,38445,C,12/28/2025,18500,10/28/2025,Dealer_TT,D046,"Providence, RI",RI,2901,ET,13,3,32950,BATCH_002
VIN_XXXXXXXXXX413,2024,HYUNDAI,IONIQ 5,SEL,8750,A,12/22/2025,25300,10/18/2025,Dealer_TT,D046,"Providence, RI",RI,2901,ET,13,1,39900,BATCH_003
VIN_XXXXXXXXXX414,2024,HYUNDAI,IONIQ 5,SEL,8265,A,12/22/2025,27100,10/18/2025,Dealer_LL,D038,"Miami, FL",FL,33101,FT,13,1,42900,BATCH_003
VIN_XXXXXXXXXX415,2022,HYUNDAI,IONIQ 5,SE,41065,C,12/25/2025,13600,10/30/2025,Dealer_Y,D025,"Indianapolis, IN",IN,46201,FT,13,3,24750,BATCH_002
VIN_XXXXXXXXXX416,2023,HYUNDAI,IONIQ 5,Limited,25258,B,1/28/2026,20250,11/18/2025,Dealer_MM,D039,"Buffalo, NY",NY,14201,FT,13,2,32350,BATCH_001
VIN_XXXXXXXXXX417,2024,HYUNDAI,IONIQ 5,SEL,10862,A,10/12/2025,26200,2/2/2026,Dealer_V,D022,"Minneapolis, MN",MN,55401,ET,13,1,41500,BATCH_003
VIN_XXXXXXXXXX418,2023,HYUNDAI,IONIQ 5,Limited,27379,B,11/18/2025,20300,1/28/2026,Dealer_LL,D038,"Miami, FL",FL,33101,FT,13,2,32350,BATCH_001
VIN_XXXXXXXXXX419,2022,HYUNDAI,IONIQ 5,SE,31829,B,10/22/2025,19550,12/22/2025,Dealer_UU,D047,"Columbus, OH",OH,43201,ET,13,4,32650,BATCH_002
VIN_XXXXXXXXXX420,2023,HYUNDAI,IONIQ 5,Limited,20662,A,1/12/2026,23750,1/30/2026,Dealer_J,D010,"Philadelphia, PA",PA,19101,FT,13,2,37300,BATCH_003
VIN_XXXXXXXXXX421,2022,HYUNDAI,IONIQ 5,SE,39285,C,10/30/2025,14100,12/5/2025,Dealer_K,D011,"Des Moines, IA",IA,50309,ET,13,3,25700,BATCH_002
VIN_XXXXXXXXXX422,2022,HYUNDAI,IONIQ 5,SE,30799,B,12/20/2025,19300,10/30/2025,Dealer_I,D009,"Charleston, SC",SC,29401,ET,13,4,32300,BATCH_002
VIN_XXXXXXXXXX423,2022,HYUNDAI,IONIQ 5,SE,35545,B,11/10/2025,18750,1/28/2026,Dealer_QQ,D043,"Bismarck, ND",ND,58501,FT,13,4,31300,BATCH_002
VIN_XXXXXXXXXX424,2024,HYUNDAI,IONIQ 5,SEL,8164,A,10/22/2025,27950,2/2/2026,Dealer_NN,D040,"Little Rock, AR",AR,72201,ET,13,1,44550,BATCH_003
VIN_XXXXXXXXXX425,2022,HYUNDAI,IONIQ 5,SE,31007,B,12/10/2025,16300,10/25/2025,Dealer_PP,D042,"Milwaukee, WI",WI,53201,FT,13,4,27250,BATCH_002
VIN_XXXXXXXXXX426,2022,HYUNDAI,IONIQ 5,SE,32576,B,12/22/2025,16650,11/12/2025,Dealer_AA,D027,"Nashville, TN",TN,37201,FT,13,4,27950,BATCH_002
VIN_XXXXXXXXXX427,2022,HYUNDAI,IONIQ 5,SE,39452,C,12/15/2025,16700,10/25/2025,Dealer_CC,D029,"Jackson, MS",MS,39201,FT,13,3,30350,BATCH_002
VIN_XXXXXXXXXX428,2023,HYUNDAI,IONIQ 5,Limited,19017,A,1/12/2026,24800,12/5/2025,Dealer_KK,D037,"Boise, ID",ID,83702,FT,13,2,38900,BATCH_001
VIN_XXXXXXXXXX429,2024,HYUNDAI,IONIQ 5,SEL,8145,A,12/22/2025,28350,12/30/2025,Dealer_RR,D044,"Hartford, CT",CT,6103,ET,13,1,45300,BATCH_003
VIN_XXXXXXXXXX430,2023,HYUNDAI,IONIQ 5,Limited,20211,B,1/15/2026,19800,12/3/2025,Dealer_U,D021,"Pierre, SD",SD,57501,ET,13,2,31050,BATCH_003
VIN_XXXXXXXXXX431,2024,HYUNDAI,IONIQ 5,SEL,15504,A,12/20/2025,21500,11/18/2025,Dealer_B,D002,"Sacramento, CA",CA,95814,ET,13,1,33950,BATCH_003
VIN_XXXXXXXXXX432,2023,HYUNDAI,IONIQ 5,Limited,19915,B,2/1/2026,22450,11/30/2025,Dealer_R,D018,"Wilmington, DE",DE,19801,FT,13,2,35650,BATCH_001
VIN_XXXXXXXXXX433,2024,HYUNDAI,IONIQ 5,SEL,9676,A,10/25/2025,22100,11/22/2025,Dealer_X,D024,"Helena, MT",MT,59601,FT,13,1,35050,BATCH_003
VIN_XXXXXXXXXX434,2022,HYUNDAI,IONIQ 5,SE,28660,B,12/12/2025,19750,10/30/2025,Dealer_WW,D049,"Carson City, NV",NV,89701,ET,13,4,33150,BATCH_002
VIN_XXXXXXXXXX435,2024,HYUNDAI,IONIQ 5,SEL,10367,A,10/20/2025,27350,2/1/2026,Dealer_QQ,D043,"Bismarck, ND",ND,58501,ET,13,1,43200,BATCH_003
VIN_XXXXXXXXXX436,2022,HYUNDAI,IONIQ 5,SE,45445,C,11/22/2025,14150,2/1/2026,Dealer_K,D011,"Des Moines, IA",IA,50309,ET,13,4,25650,BATCH_002
VIN_XXXXXXXXXX437,2023,HYUNDAI,IONIQ 5,Limited,22666,A,11/18/2025,20150,1/25/2026,Dealer_F,D006,"Olympia, WA",WA,98501,FT,13,2,31800,BATCH_001
VIN_XXXXXXXXXX438,2022,HYUNDAI,IONIQ 5,SE,41221,C,10/30/2025,14300,11/12/2025,Dealer_OO,D041,"Oklahoma City, OK",OK,73101,FT,13,3,25950,BATCH_002
VIN_XXXXXXXXXX439,2024,HYUNDAI,IONIQ 5,SEL,9779,A,10/30/2025,23500,1/15/2026,Dealer_LL,D038,"Miami, FL",FL,33101,FT,13,1,37200,BATCH_003
VIN_XXXXXXXXXX440,2024,HYUNDAI,IONIQ 5,SEL,7816,A,10/25/2025,21700,1/18/2026,Dealer_F,D006,"Olympia, WA",WA,98501,FT,13,1,34650,BATCH_003
VIN_XXXXXXXXXX441,2024,HYUNDAI,IONIQ 5,SEL,10425,A,1/15/2026,25300,12/28/2025,Dealer_LL,D038,"Miami, FL",FL,33101,FT,13,1,39700,BATCH_003
VIN_XXXXXXXXXX442,2023,HYUNDAI,IONIQ 5,Limited,25059,B,2/2/2026,18500,12/28/2025,Dealer_T,D020,"Louisville, KY",KY,40201,ET,13,2,29550,BATCH_001
VIN_XXXXXXXXXX443,2023,HYUNDAI,IONIQ 5,Limited,20970,B,1/5/2026,18750,12/8/2025,Dealer_V,D022,"Minneapolis, MN",MN,55401,ET,13,2,29350,BATCH_003
VIN_XXXXXXXXXX444,2024,HYUNDAI,IONIQ 5,SEL,7877,A,1/30/2026,21700,11/8/2025,Dealer_W,D023,"Atlanta, GA",GA,30303,ET,13,1,34450,BATCH_003
VIN_XXXXXXXXXX445,2022,HYUNDAI,IONIQ 5,SE,35672,C,10/22/2025,16950,12/28/2025,Dealer_FF,D032,"Birmingham, AL",AL,35203,ET,13,3,30800,BATCH_002
VIN_XXXXXXXXXX446,2024,HYUNDAI,IONIQ 5,SEL,13865,A,12/30/2025,26250,10/12/2025,Dealer_HH,D034,"Houston, TX",TX,77001,ET,13,1,41150,BATCH_003
VIN_XXXXXXXXXX447,2023,HYUNDAI,IONIQ 5,Limited,20515,A,1/25/2026,23700,11/30/2025,Dealer_TT,D046,"Providence, RI",RI,2901,ET,13,2,37100,BATCH_001
VIN_XXXXXXXXXX448,2023,HYUNDAI,IONIQ 5,Limited,22867,B,1/18/2026,17400,12/20/2025,Dealer_S,D019,"Detroit, MI",MI,48201,FT,13,2,27800,BATCH_001
VIN_XXXXXXXXXX449,2022,HYUNDAI,IONIQ 5,SE,42657,C,10/15/2025,16350,11/30/2025,Dealer_D,D004,"Charlotte, NC",NC,28201,FT,13,3,29700,BATCH_002
VIN_XXXXXXXXXX450,2022,HYUNDAI,IONIQ 5,SE,33515,B,12/12/2025,16150,10/30/2025,Dealer_D,D004,"Charlotte, NC",NC,28201,FT,13,4,27300,BATCH_002
VIN_XXXXXXXXXX451,2023,HYUNDAI,IONIQ 5,Limited,23892,A,11/25/2025,24250,1/30/2026,Dealer_I,D009,"Charleston, SC",SC,29401,ET,13,2,38450,BATCH_001
VIN_XXXXXXXXXX452,2024,HYUNDAI,IONIQ 5,SEL,7410,A,12/18/2025,25600,10/15/2025,Dealer_PP,D042,"Milwaukee, WI",WI,53201,FT,13,1,40550,BATCH_003
VIN_XXXXXXXXXX453,2024,HYUNDAI,IONIQ 5,SEL,9029,A,10/15/2025,28050,2/2/2026,Dealer_AA,D027,"Nashville, TN",TN,37201,ET,13,1,44650,BATCH_003
VIN_XXXXXXXXXX454,2024,HYUNDAI,IONIQ 5,SEL,6721,A,10/28/2025,22600,11/8/2025,Dealer_D,D004,"Charlotte, NC",NC,28201,FT,13,1,36100,BATCH_003
VIN_XXXXXXXXXX455,2022,HYUNDAI,IONIQ 5,SE,34104,B,12/15/2025,19550,10/20/2025,Dealer_LL,D038,"Miami, FL",FL,33101,FT,13,4,33200,BATCH_002
VIN_XXXXXXXXXX456,2023,HYUNDAI,IONIQ 5,Limited,22470,B,10/25/2025,22350,12/18/2025,Dealer_RR,D044,"Hartford, CT",CT,6103,ET,13,2,35500,BATCH_002
VIN_XXXXXXXXXX457,2022,HYUNDAI,IONIQ 5,SE,35498,B,11/15/2025,15850,2/2/2026,Dealer_FF,D032,"Birmingham, AL",AL,35203,ET,13,4,26400,BATCH_002
VIN_XXXXXXXXXX458,2022,HYUNDAI,IONIQ 5,SE,38698,C,11/20/2025,16700,12/22/2025,Dealer_T,D020,"Louisville, KY",KY,40201,FT,13,4,30550,BATCH_002
VIN_XXXXXXXXXX459,2024,HYUNDAI,IONIQ 5,SEL,10020,A,2/2/2026,24750,1/15/2026,Dealer_D,D004,"Charlotte, NC",NC,28201,FT,13,1,39200,BATCH_001
VIN_XXXXXXXXXX460,2023,HYUNDAI,IONIQ 5,Limited,22607,B,1/30/2026,20750,12/25/2025,Dealer_Y,D025,"Indianapolis, IN",IN,46201,FT,13,2,33000,BATCH_001
VIN_XXXXXXXXXX461,2024,HYUNDAI,IONIQ 5,SEL,8948,A,1/20/2026,24250,11/15/2025,Dealer_G,D007,"Phoenix, AZ",AZ,85001,ET,13,1,38450,BATCH_003
VIN_XXXXXXXXXX462,2022,HYUNDAI,IONIQ 5,SE,29766,B,12/18/2025,18350,10/25/2025,Dealer_C,D003,"Albuquerque, NM",NM,87101,ET,13,4,31200,BATCH_002
VIN_XXXXXXXXXX463,2023,HYUNDAI,IONIQ 5,Limited,16410,A,1/20/2026,23500,11/8/2025,Dealer_NN,D040,"Little Rock, AR",AR,72201,ET,13,2,36950,BATCH_001
VIN_XXXXXXXXXX464,2024,HYUNDAI,IONIQ 5,SEL,7390,A,10/20/2025,27600,11/15/2025,Dealer_CC,D029,"Jackson, MS",MS,39201,FT,13,1,43850,BATCH_003
VIN_XXXXXXXXXX465,2024,HYUNDAI,IONIQ 5,SEL,11211,A,10/30/2025,26550,2/2/2026,Dealer_W,D023,"Atlanta, GA",GA,30303,ET,13,1,41800,BATCH_003
VIN_XXXXXXXXXX466,2023,HYUNDAI,IONIQ 5,Limited,18867,A,1/20/2026,25200,12/30/2025,Dealer_N,D014,"Las Vegas, NV",NV,89101,FT,13,2,39450,BATCH_001
VIN_XXXXXXXXXX467,2024,HYUNDAI,IONIQ 5,SEL,7052,A,12/20/2025,23450,10/20/2025,Dealer_NN,D040,"Little Rock, AR",AR,72201,ET,13,1,37450,BATCH_003
VIN_XXXXXXXXXX468,2022,HYUNDAI,IONIQ 5,SE,33953,B,10/25/2025,18650,11/20/2025,Dealer_B,D002,"Sacramento, CA",CA,95814,FT,13,4,31450,BATCH_002
VIN_XXXXXXXXXX469,2022,HYUNDAI,IONIQ 5,SE,27574,B,11/28/2025,19000,2/1/2026,Dealer_I,D009,"Charleston, SC",SC,29401,ET,13,4,31850,BATCH_002
VIN_XXXXXXXXXX470,2023,HYUNDAI,IONIQ 5,Limited,26494,B,1/30/2026,22100,10/18/2025,Dealer_EE,D031,"Salt Lake City, UT",UT,84101,FT,13,2,35200,BATCH_001
VIN_XXXXXXXXXX471,2023,HYUNDAI,IONIQ 5,Limited,23699,B,11/20/2025,19300,1/30/2026,Dealer_Y,D025,"Indianapolis, IN",IN,46201,FT,13,2,30750,BATCH_001
VIN_XXXXXXXXXX472,2022,HYUNDAI,IONIQ 5,SE,34393,C,10/20/2025,17400,1/25/2026,Dealer_BB,D028,"Kansas City, MO",MO,64101,ET,13,4,30800,BATCH_002
VIN_XXXXXXXXXX473,2022,HYUNDAI,IONIQ 5,SE,35785,C,10/15/2025,17600,12/28/2025,Dealer_N,D014,"Las Vegas, NV",NV,89101,FT,13,3,32100,BATCH_002
VIN_XXXXXXXXXX474,2024,HYUNDAI,IONIQ 5,SEL,9184,A,1/22/2026,25650,11/30/2025,Dealer_T,D020,"Louisville, KY",KY,40201,ET,13,1,40600,BATCH_003
VIN_XXXXXXXXXX475,2024,HYUNDAI,IONIQ 5,SEL,11207,A,12/25/2025,26800,10/25/2025,Dealer_U,D021,"Pierre, SD",SD,57501,FT,13,1,42500,BATCH_003
VIN_XXXXXXXXXX476,2024,HYUNDAI,IONIQ 5,SEL,9518,A,1/28/2026,21400,11/15/2025,Dealer_Z,D026,"Cheyenne, WY",WY,82001,ET,13,1,33850,BATCH_003
VIN_XXXXXXXXXX477,2023,HYUNDAI,IONIQ 5,Limited,23334,B,1/10/2026,22200,10/22/2025,Dealer_V,D022,"Minneapolis, MN",MN,55401,ET,13,2,35200,BATCH_002
VIN_XXXXXXXXXX478,2024,HYUNDAI,IONIQ 5,SEL,14006,A,12/28/2025,23200,10/22/2025,Dealer_R,D018,"Wilmington, DE",DE,19801,FT,13,1,36500,BATCH_003
VIN_XXXXXXXXXX479,2024,HYUNDAI,IONIQ 5,SEL,8455,A,12/28/2025,26000,10/25/2025,Dealer_RR,D044,"Hartford, CT",CT,6103,ET,13,1,41100,BATCH_003
VIN_XXXXXXXXXX480,2022,HYUNDAI,IONIQ 5,SE,45317,C,12/20/2025,18200,10/28/2025,Dealer_H,D008,"Topeka, KS",KS,66603,ET,13,3,33000,BATCH_002
VIN_XXXXXXXXXX481,2024,HYUNDAI,IONIQ 5,SEL,11726,A,1/30/2026,24050,12/28/2025,Dealer_GG,D033,"Los Angeles, CA",CA,90210,FT,13,1,38050,BATCH_003
VIN_XXXXXXXXXX482,2023,HYUNDAI,IONIQ 5,Limited,27610,B,1/30/2026,19300,12/30/2025,Dealer_L,D012,"Baton Rouge, LA",LA,70801,FT,13,2,30650,BATCH_001
VIN_XXXXXXXXXX483,2023,HYUNDAI,IONIQ 5,Limited,23226,B,2/2/2026,21800,12/28/2025,Dealer_NN,D040,"Little Rock, AR",AR,72201,ET,13,2,34650,BATCH_001
VIN_XXXXXXXXXX484,2022,HYUNDAI,IONIQ 5,SE,36352,C,12/30/2025,17200,10/30/2025,Dealer_QQ,D043,"Bismarck, ND",ND,58501,ET,13,3,31350,BATCH_002
VIN_XXXXXXXXXX485,2024,HYUNDAI,IONIQ 5,SEL,10880,A,11/12/2025,22100,12/15/2025,Dealer_UU,D047,"Columbus, OH",OH,43201,FT,13,1,35500,BATCH_001
VIN_XXXXXXXXXX486,2024,HYUNDAI,IONIQ 5,SEL,11801,A,10/15/2025,24350,11/20/2025,Dealer_B,D002,"Sacramento, CA",CA,95814,FT,13,1,38250,BATCH_003
VIN_XXXXXXXXXX487,2023,HYUNDAI,IONIQ 5,Limited,21400,A,12/5/2025,24500,1/22/2026,Dealer_NN,D040,"Little Rock, AR",AR,72201,ET,13,2,38900,BATCH_001
VIN_XXXXXXXXXX488,2024,HYUNDAI,IONIQ 5,SEL,9054,A,12/18/2025,28150,10/15/2025,Dealer_M,D013,"Dallas, TX",TX,75201,FT,13,1,44650,BATCH_003
VIN_XXXXXXXXXX489,2023,HYUNDAI,IONIQ 5,Limited,19713,A,2/1/2026,24000,11/22/2025,Dealer_II,D035,"Denver, CO",CO,80202,FT,13,2,37550,BATCH_001
VIN_XXXXXXXXXX490,2022,HYUNDAI,IONIQ 5,SE,33195,B,12/12/2025,17250,10/25/2025,Dealer_P,D016,"Richmond, VA",VA,23218,FT,13,4,28800,BATCH_002
VIN_XXXXXXXXXX491,2023,HYUNDAI,IONIQ 5,Limited,19732,B,11/12/2025,23400,1/20/2026,Dealer_KK,D037,"Boise, ID",ID,83702,FT,13,2,37250,BATCH_001
VIN_XXXXXXXXXX492,2022,HYUNDAI,IONIQ 5,SE,36830,C,10/20/2025,16550,12/30/2025,Dealer_A,D001,"Portland, OR",OR,97201,ET,13,3,29350,BATCH_002
VIN_XXXXXXXXXX493,2024,HYUNDAI,IONIQ 5,SEL,8541,A,12/25/2025,22650,10/18/2025,Dealer_B,D002,"Sacramento, CA",CA,95814,FT,13,1,35800,BATCH_003
VIN_XXXXXXXXXX494,2023,HYUNDAI,IONIQ 5,Limited,23283,B,11/8/2025,19150,12/30/2025,Dealer_MM,D039,"Buffalo, NY",NY,14201,ET,13,2,30650,BATCH_002
VIN_XXXXXXXXXX495,2022,HYUNDAI,IONIQ 5,SE,25459,B,12/5/2025,17100,10/28/2025,Dealer_T,D020,"Louisville, KY",KY,40201,ET,13,4,28250,BATCH_002
VIN_XXXXXXXXXX496,2023,HYUNDAI,IONIQ 5,Limited,21272,A,11/28/2025,23600,1/18/2026,Dealer_L,D012,"Baton Rouge, LA",LA,70801,FT,13,2,37400,BATCH_001
VIN_XXXXXXXXXX497,2023,HYUNDAI,IONIQ 5,Limited,20968,A,2/1/2026,20650,11/12/2025,Dealer_U,D021,"Pierre, SD",SD,57501,FT,13,2,32400,BATCH_001
VIN_XXXXXXXXXX498,2024,HYUNDAI,IONIQ 5,SEL,13157,A,12/30/2025,21700,10/22/2025,Dealer_SS,D045,"Tampa, FL",FL,33601,FT,13,1,34000,BATCH_003
VIN_XXXXXXXXXX499,2023,HYUNDAI,IONIQ 5,Limited,25129,B,2/1/2026,17300,11/5/2025,Dealer_L,D012,"Baton Rouge, LA",LA,70801,FT,13,2,27550,BATCH_001
VIN_XXXXXXXXXX500,2023,HYUNDAI,IONIQ 5,Limited,19477,A,1/20/2026,23550,12/3/2025,Dealer_K,D011,"Des Moines, IA",IA,50309,ET,13,2,36900,BATCH_001
VIN_XXXXXXXXXX501,2023,HYUNDAI,IONIQ 5,Limited,24780,B,1/12/2026,22700,10/15/2025,Dealer_T,D020,"Louisville, KY",KY,40201,ET,13,2,36200,BATCH_001
VIN_XXXXXXXXXX502,2022,HYUNDAI,IONIQ 5,SE,37576,B,12/30/2025,17550,10/18/2025,Dealer_C,D003,"Albuquerque, NM",NM,87101,ET,13,4,29750,BATCH_002
VIN_XXXXXXXXXX503,2023,HYUNDAI,IONIQ 5,Limited,25154,B,2/2/2026,20300,12/22/2025,Dealer_FF,D032,"Birmingham, AL",AL,35203,ET,13,2,32350,BATCH_001
VIN_XXXXXXXXXX504,2024,HYUNDAI,IONIQ 5,SEL,7880,A,10/18/2025,26600,11/8/2025,Dealer_OO,D041,"Oklahoma City, OK",OK,73101,ET,13,1,42250,BATCH_001
VIN_XXXXXXXXXX505,2023,HYUNDAI,IONIQ 5,Limited,14817,A,2/1/2026,26000,11/10/2025,Dealer_P,D016,"Richmond, VA",VA,23218,FT,13,2,40750,BATCH_001
VIN_XXXXXXXXXX506,2022,HYUNDAI,IONIQ 5,SE,39869,C,12/10/2025,13700,10/30/2025,Dealer_W,D023,"Atlanta, GA",GA,30303,ET,13,3,24850,BATCH_002
VIN_XXXXXXXXXX507,2022,HYUNDAI,IONIQ 5,SE,40906,C,11/22/2025,13200,2/2/2026,Dealer_S,D019,"Detroit, MI",MI,48201,FT,13,4,23700,BATCH_002
VIN_XXXXXXXXXX508,2022,HYUNDAI,IONIQ 5,SE,41134,C,11/30/2025,16550,2/2/2026,Dealer_SS,D045,"Tampa, FL",FL,33601,FT,13,4,30000,BATCH_002
VIN_XXXXXXXXXX509,2022,HYUNDAI,IONIQ 5,SE,44163,C,10/25/2025,13050,12/18/2025,Dealer_C,D003,"Albuquerque, NM",NM,87101,ET,13,3,23700,BATCH_002
VIN_XXXXXXXXXX510,2022,HYUNDAI,IONIQ 5,SE,34144,B,11/10/2025,19050,12/20/2025,Dealer_TT,D046,"Providence, RI",RI,2901,ET,13,4,32250,BATCH_002
VIN_XXXXXXXXXX511,2022,HYUNDAI,IONIQ 5,SE,48702,C,10/15/2025,16650,11/25/2025,Dealer_P,D016,"Richmond, VA",VA,23218,FT,13,3,30250,BATCH_002
VIN_XXXXXXXXXX512,2023,HYUNDAI,IONIQ 5,Limited,19861,A,11/18/2025,20800,1/28/2026,Dealer_K,D011,"Des Moines, IA",IA,50309,ET,13,2,33000,BATCH_001
VIN_XXXXXXXXXX513,2023,HYUNDAI,IONIQ 5,Limited,26595,B,2/1/2026,22150,11/28/2025,Dealer_E,D005,"Seattle, WA",WA,98101,FT,13,2,35350,BATCH_001
VIN_XXXXXXXXXX514,2022,HYUNDAI,IONIQ 5,SE,42249,C,10/25/2025,17500,12/18/2025,Dealer_BB,D028,"Kansas City, MO",MO,64101,ET,13,3,31950,BATCH_002
VIN_XXXXXXXXXX515,2023,HYUNDAI,IONIQ 5,Limited,15353,A,11/22/2025,22950,1/25/2026,Dealer_C,D003,"Albuquerque, NM",NM,87101,ET,13,2,36000,BATCH_001
VIN_XXXXXXXXXX516,2022,HYUNDAI,IONIQ 5,SE,35513,B,12/8/2025,18150,10/30/2025,Dealer_SS,D045,"Tampa, FL",FL,33601,FT,13,4,30650,BATCH_002
VIN_XXXXXXXXXX517,2023,HYUNDAI,IONIQ 5,Limited,24339,A,2/2/2026,21000,12/30/2025,Dealer_Q,D017,"Juneau, AK",AK,99801,ET,13,2,33400,BATCH_001
VIN_XXXXXXXXXX518,2022,HYUNDAI,IONIQ 5,SE,40780,C,10/28/2025,17950,12/15/2025,Dealer_XX,D050,"Salem, OR",OR,97301,ET,13,3,32650,BATCH_002
VIN_XXXXXXXXXX519,2023,HYUNDAI,IONIQ 5,Limited,29267,B,11/25/2025,18050,1/15/2026,Dealer_O,D015,"Boston, MA",MA,2101,ET,13,2,28750,BATCH_001
VIN_XXXXXXXXXX520,2024,HYUNDAI,IONIQ 5,SEL,9331,A,12/30/2025,23950,10/22/2025,Dealer_N,D014,"Las Vegas, NV",NV,89101,FT,13,1,37900,BATCH_003
VIN_XXXXXXXXXX521,2022,HYUNDAI,IONIQ 5,SE,38593,C,12/22/2025,14700,10/25/2025,Dealer_R,D018,"Wilmington, DE",DE,19801,FT,13,3,26750,BATCH_002
VIN_XXXXXXXXXX522,2024,HYUNDAI,IONIQ 5,SEL,11371,A,12/30/2025,22950,10/30/2025,Dealer_CC,D029,"Jackson, MS",MS,39201,FT,13,1,36400,BATCH_003
VIN_XXXXXXXXXX523,2022,HYUNDAI,IONIQ 5,SE,29473,B,11/12/2025,16250,2/1/2026,Dealer_UU,D047,"Columbus, OH",OH,43201,ET,13,4,26800,BATCH_002
VIN_XXXXXXXXXX524,2024,HYUNDAI,IONIQ 5,SEL,11821,A,1/30/2026,20300,12/30/2025,Dealer_XX,D050,"Salem, OR",OR,97301,ET,13,1,32000,BATCH_003
VIN_XXXXXXXXXX525,2023,HYUNDAI,IONIQ 5,Limited,16064,A,2/1/2026,24100,11/10/2025,Dealer_LL,D038,"Miami, FL",FL,33101,FT,13,2,37700,BATCH_001
VIN_XXXXXXXXXX526,2024,HYUNDAI,IONIQ 5,SEL,10020,A,12/25/2025,25350,10/25/2025,Dealer_I,D009,"Charleston, SC",SC,29401,ET,13,1,40100,BATCH_003
VIN_XXXXXXXXXX527,2022,HYUNDAI,IONIQ 5,SE,30967,B,12/20/2025,16400,10/30/2025,Dealer_J,D010,"Philadelphia, PA",PA,19101,ET,13,4,27700,BATCH_002
VIN_XXXXXXXXXX528,2022,HYUNDAI,IONIQ 5,SE,32460,C,11/22/2025,15550,2/1/2026,Dealer_J,D010,"Philadelphia, PA",PA,19101,ET,13,3,28150,BATCH_002
VIN_XXXXXXXXXX529,2024,HYUNDAI,IONIQ 5,SEL,8849,A,1/20/2026,25000,11/30/2025,Dealer_FF,D032,"Birmingham, AL",AL,35203,ET,13,1,39550,BATCH_003
VIN_XXXXXXXXXX530,2023,HYUNDAI,IONIQ 5,Limited,23325,B,11/18/2025,19050,1/12/2026,Dealer_N,D014,"Las Vegas, NV",NV,89101,FT,13,2,30400,BATCH_001
